"Data Source","World Development Indicators",

"Last Updated Date","2020-02-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Spain","ESP","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","4.69999980926514","","","","","","","","","5.5","5.40000009536743","5.40000009536743","5.40000009536743","5.19999980926514","5","4.90000009536743","4.80000019073486","4.80000019073486","4.69999980926514","4.69999980926514","4.5999999046","4.5999999046","4.5","4.4000000954","4.4000000954","4.3000001907","4.3000001907","4.1999998093","4.1999998093","4.0999999046","3.7","3.6","3.5","3.5","3.4","3.4","3.3","3.3","3.2","3.2","3.2","3.1","3","3","","","","","","",
"Estonia","EST","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.1850996017456","","","","","12.2743997573853","12.2651996612549","12.1365003585815","12.0267000198364","11.9308004379272","11.6106004715","11.2891998291","9.6816997528","9.622300148","8.5613002777","8.3500003815","7.9000000954","7.7100000381","7.5799999237","7.5300002098","7","6.6","6","5.7","5.7","5.4","5.6","5.5","5.7","5.4","5.2","5.3","5.5","5","","5","","","","",
"Ethiopia","ETH","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.29423388838768","","","","","","","","","","0.285199999809265","","","","","0.285699993371964","","","","","0.295500010251999","","","","","","","","","","0.2415000051","","","","","","","","","","","","","","0.2","","0.2","","0.2","","","6.3","","","","0.3","","","","",
"European Union","EUU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","9.28148371956797","","","","","","","","","","9.33152846482786","","","","","8.68986063746557","","","","","7.91494971998304","7.71228048948497","7.45894490371437","7.30177574253117","7.2138291484979","6.99160421972647","6.95283508103732","6.75960368710305","6.55759472025184","6.36503540346651","6.28424202633904","6.29426448752542","6.14149775278688","6.07015970556126","5.96143592476041","5.88307390721768","5.7647427198853","5.66345095068295","5.59865623949581","5.52982580478343","5.43589330293011","5.35573977224732","5.32209734184028","5.60145698850332","","","","","","",
"Fragile and conflict affected situations","FCS","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.73776937476058","","","","","","","","","","1.6668245473295","","","","","","","","","","","","","","","","","","","","1.13040496981075","","","","","","","","","","","","","","","","0.977004865731628","","","","","","","","","","","","","",
"Finland","FIN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","15.1000003814697","","","","","","","","","","15.6000003814697","","","","","14","","","","","12.5","11.1999998093","11","10","10","9.3000001907","9.1999998093","7.9000000954","7.8000001907","7.5999999046","7.5","7.5","7.4","7.2","7.1","7.1","7","6.7","6.5","6.3","5.9","5.5","5.3","4.9","","4.4","","","","",
"Fiji","FJI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.04060935974121","","","","","","","","","","2.90960001945496","","","","","3.33330011367798","","","","","2.81389999389648","2.74609994888306","","","","","","","","","","","","","","","","","","2.6","","","","","2.1","2.09","","","2.1","2.1","","2.3","","","","","","","","",
"France","FRA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","10.5","10.6000003814697","10.6000003814697","10.8000001907349","10.8999996185303","11.1000003814697","11.1000003814697","11.1000003814697","11","10.8000001907349","10.6999998092651","10.5","10.3000001907349","10.1999998092651","10.1000003814697","9.89999961853027","9.6999998093","9.6000003815","9.3999996185","9.3000001907","9.1000003815","8.8999996185","8.8000001907","8.6000003815","8.3999996185","8.3000001907","8.2","8.1","8","7.8","7.6","7.5","7.3","7.3","7.1","6.9","6.6","6.6","6.5","6.5","","","","","","",
"Faroe Islands","FRO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4672999382019","","","","","","","","","","","2.8","","","","","3.3","3.31","","","3.2","","","","","","","","","","",
"Gabon","GAB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.71399164199829","","","","","","","","","","9.91069984436035","","","","","","","","","","","","","","","1.55200004577637","","","","","3.1937999725","","","","","","","","","","","","","","","","2","","1.3","","6.3","","","","","","","","","",
"United Kingdom","GBR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","10.6999998092651","","","","","","","","","","9.60000038146973","","","","","","","","","","8.10000038146973","","","","","7.40000009536743","","","","","5.9000000954","5.5999999046","5.4000000954","5.0999999046","4.8000001907","4.8000001907","4.5999999046","4.5999999046","4.4000000954","4.1999998093","4.1","4","4","4","3.9","3.7","3.6","3.4","3.4","3.3","3","2.9","2.8","2.8","","","","","","",
"Georgia","GEO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","10.1708002090454","","","","","9.9734001159668","10.0150003433228","10.1073999404907","9.99349975585938","9.99569988250732","9.7974996567","9.7981004715","10.0087003708","9.3910999298","9.6758003235","7.6599998474","5.6700000763","5.8600001335","5.7100000381","5.6900000572","4.8","4.5","4.2","4.2","4.1","3.9","3.7","3.3","3.2","3.1","3","2.8","2.5","2.6","","","","","","",
"Ghana","GHA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.779893696308136","","","","","","","","","","1.32280004024506","","","","","1.25080001354218","","","","","","","","","","1.56700003147125","","","","","1.4600000381","","","","","","","","","","","","","","","0.9","","","","0.9","","0.9","","","","","","","","",
"Gibraltar","GIB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.739158153533936","","","","","","","","","","1.75849997997284","","","","","","","","","","","","","","","","","","0.584100008010864","","0.5507000089","","","","","","","","","","","","","","","0.3","","","","","","0.3","","","","","","","","",
"Gambia, The","GMB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.18181812763214","","","","","","","","","","","","","","","","","","","","","","","","","1.65779995918274","","","","","0.6108999848","","","","","","","","","","","","","","","0.8","","","","1.1","","1.1","","","","","","","","",
"Guinea-Bissau","GNB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.62118494510651","","","","","","","","","","1.57459998130798","","","","","","","","","","1.8860000371933","1.97169995307922","","","","","","","","","1.4779000282","","","","","","","","","","","","","","","","","0.7","","1","","","","","","","","","","",
"Equatorial Guinea","GNQ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.99603176116943","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80299997329712","","","","","","","","","","","","","1.1","","","","2.2","","","","1.9","2.1","","","","","","","","","",
"Greece","GRC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.80000019073486","","","","","","","","","","6.19999980926514","","","","","","","","","","6.19999980926514","","","","","5.5","5.30000019073486","5.19999980926514","5.19999980926514","5.09999990463257","5.0999999046","5","5","5","4.9000000954","4.9000000954","4.9000000954","4.9000000954","4.8000001907","4.6999998093","4.7","4.8","4.7","4.7","4.7","4.7","4.8","4.8","4.8","4.8","4.8","4.5","4.4","","","4.3","","","","",
"Grenada","GRD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.22222232818604","","","","","","","","","","7.2536997795105","","","","","","","","","","5.771399974823","","","","","","","","","","8","","","8.1778001785","","5.5","5.2699999809","","","","6.2","","6.9","5.6999998093","","4.1","","2.6","2.6","2.4","","3.5","3.5","3.7","3.7","","","","","",
"Greenland","GRL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","14.3534002304077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.6310875415802","","","","","","","","","","2.17109990119934","","","","","2.00270009040833","","","","","","","","","","","1.72119998931885","","","0.877799987792969","1.1000000238","","","1.1000000238","","","0.9800000191","","","","","","0.5","","","0.7","","0.7","0.6","0.6","0.6","0.6","0.6","","0.6","","","","","",
"Guam","GUM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.5746922492981","","","","","","","","","","4.76300001144409","","","","","4.97279977798462","","","","","","","","","","3.49200010299683","","","","","","","","3.0999999046","","3.1","3.8699998856","","","","","2.9","","","","2.8","2.5","1.9","","2","","","","","1.6","","","","","",
"High income","HIC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.9393636328952","","","","","","","","","","9.09696610958269","","","","","","","","","","8.39834918891228","","","","","8.17360916280025","","","","","6.28400722186461","6.47211652705722","6.15975227708361","7.20710387990149","7.25639195941417","7.07074116731134","6.83972988698507","6.70987935330212","6.67576502763385","6.54443764316363","6.30713407084759","6.08165101583868","6.06217555080336","6.09455631068766","","5.75458122213479","5.77215244916126","4.50971737015345","5.89554906398202","5.65050310023009","4.15593322677304","4.04992868495098","5.43738789099673","4.11059905053985","","","","","","",
"Hong Kong SAR, China","HKG","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.64033937454224","","","","","","","","","","4.17829990386963","","","","","5.04129981994629","","","","","4.02099990844727","4.10979986190796","","","","4.89090013504028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.64625132083893","","","","","","","","","","1.75310003757477","","","","","1.7036999464035","","","","","1.32410001754761","","","","","1.30949997901917","","","","","1.0067000389","","","0.8000000119","","","1.0599999428","","","","","","1","","","","","","0.7","0.8","0.8","0.7","0.7","0.7","0.7","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.51654605785714","","","","","","","","","","1.42150953649845","","","","","1.52300150520523","","","","","","","","","","","","","","","0.997742408561213","","","","","","","","","","","","","","","","0.743511693980356","","","","","","","","","","","","","",
"Croatia","HRV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","7.23479986190796","7.30810022354126","7.42350006103516","7.46519994735718","7.44659996032715","7.45429992675781","7.40259981155396","7.4225001335144","7.44169998168945","7.39300012588501","7.3777999878","6.5201001167","6.210100174","6.071199894","5.9095001221","5.75","6.1900000572","6.0100002289","6.0599999428","5.9299998283","6.2","6","5.7","5.6","5.5","5.5","5.5","5.5","5.5","5.4","5.6","5.7","5.9","5.9","5.89","5.6","","","","",
"Haiti","HTI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.608832836151123","","","","","","","","","","0.784300029277802","","","","","0.776000022888184","","","","","0.740499973297119","","","","","0.723100006580353","","","","","0.7555999756","","","0.7990999818","","","0.7099999785","","","","0.7","","","","","","","1.3","","","","","","0.7","","","","","","",
"Hungary","HUN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3000001907","8.8000001907","8.8000001907","8","8.1000003815","8.1000003815","8.2","7.9","7.9","7.9","7.9","7.9","8","7.2","7.1","7.1","7.2","7.2","7","7","","","","","","",
"IBRD only","IBD","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.53680479361497","","","","","1.6164170006264","","","","","2.26101389659324","2.20661401066785","","","","2.8558888931655","","3.05024631702574","","","3.47643218381509","2.78236534567868","","","","","","","","","","","2.22738546113417","2.29726060017993","","2.43212999061717","","","","","3.20076551490717","2.60296599868027","","","","","","","","",
"IDA & IBRD total","IBT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.43833128122865","","","","","1.54563947966564","","","","","2.10818681752599","","","","","2.82342172308733","","","","","3.00909531548758","2.68913950909914","","","","","","","","","","","2.07536675611257","2.22112598242986","","2.21042991326572","","","","","","2.46092538632245","","","","","","","","",
"IDA total","IDA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.11639778791616","","","","","","","","","","1.0069887082187","","","","","","","","","","1.29290478668388","","","","","","","","","","1.44943007620041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.859273643656824","","","","","","","","","","1.01566681382129","","","","","0.893340698716351","","","","","1.94659263339247","","","","","","","","","","2.26591785305807","","","","","","","","","","1.36447776116317","","","","1.12268504239384","","","","","","","","","","","","","","","",
"Indonesia","IDN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.740457057952881","","","","","","","","","","0.654600024223328","","","","","0.818300008773804","","","","","","","","","","0.556800007820129","","","","0.702600002288818","0.665199995","0.6686000228","0.6650000215","0.6575999856","0.6600999832","","","","0.6","","","","0.6","","","","","","","","0.6","","0.9","","","1.2","","","","",
"IDA only","IDX","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.25864312806862","","","","","","","","","","1.00292938943994","","","","","","","","","","","","","","","","","","","","0.974968637050281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.84498372951453","","","","","","","","","","1.91323133169579","","","","","","","","","","1.75615659502416","1.75411209504075","","","","","","","","","1.75223833073534","","","","","","","","","","","","","","","1.76939461735904","1.58474325890611","","","1.58427938375929","","","","","","","","","","",
"India","IND","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.458986908197403","","","","","","","","","","0.604499995708466","","","","","0.588199973106384","","","","","0.769699990749359","0.769400000572205","","","","0.769200026988983","","0.718200027942657","","","","0.7870000005","","","","","","","","","","","0.69","0.8999999762","","0.9","","","","","","0.7","","","","","","","","",
"Not classified","INX","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","9","9","8.80000019073486","8.60000038146973","8.39999961853027","8.19999980926514","7.90000009536743","7.19999980926514","6.40000009536743","6.19999980926514","6.0999999046","6","5.6999998093","5.5","5.3000001907","5.1999998093","5.0999999046","4.9000000954","4.8000001907","4.6999998093","6.2","5.9","5.8","5.7","5.7","5.5","5.3","5.2","4.9","3.2","3","2.9","2.8","2.8","","","","","","",
"Iran, Islamic Rep.","IRN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.92567503452301","","","","","","","","","","1.37960004806519","","","","","","","","","","1.4805999994278","1.51559996604919","","","","","","1.51049995422363","1.48370003700256","","1.4330999851","","","","","","1.6000000238","","","","1.6","1.6","1.6","1.6","1.6","1.7","1.7","1.7","1.4","1.4","1.7","1.7","0.1","1.5","1.5","","","","","",
"Iraq","IRQ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.85803997516632","","","","","","","","","","1.95099997520447","","","","","","","","","","1.94640004634857","1.89310002326965","","","","","","","","1.71389997005463","1.6596000195","","","","","","","","1.4500000477","","1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.3","1.4","","","","","",
"Iceland","ISL","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","9.80000019073486","","","","","","","","","","12.8999996185303","","","","","","","","","","14.8000001907349","","","","","15.8000001907349","","","","","16.7000007629","16.2999992371","15.8999996185","14.8000001907","14.6999998093","14.6000003815","","","","","","","7.5","","","","5.3391","4.2","3.9","3.7","3.6","3.3","3.3","3.2","3.2","","","","","",
"Israel","ISR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.73793745040894","","","","","","","","","","","","","","","8.07929992675781","","","","","6.79739999771118","6.72940015792847","6.76660013198853","6.54349994659424","6.49660015106201","6.50950002670288","6.38019990921021","6.2898998260498","6.31689977645874","6.28369998931885","6.2431998253","5.9699997902","5.9895000458","6.0778999329","6.1012001038","5.9800000191","6.0300002098","6.0500001907","6.0999999046","6.1199998856","3.7","3.8","3.8","3.8","3.7","3.7","3.4","5.8","3.2","3.2","3.2","3.1","3.1","3.1","","","","","","",
"Italy","ITA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","8.89999961853027","9","9.19999980926514","9.30000019073486","9.5","9.60000038146973","9.69999980926514","9.89999961853027","10.1000003814697","10.3000001907349","10.6000003814697","10.6000003814697","10.6000003814697","10.5","10.6000003814697","10.6000003814697","10.3999996185303","10.3000001907349","10","9.80000019073486","9.60000038146973","9.39999961853027","9.10000038146973","8.89999961853027","8.5","8.30000019073486","8","7.80000019073486","7.5","7.09999990463257","7.1999998093","6.8000001907","6.9000000954","6.6999998093","6.5999999046","6.3000001907","6.5","5.9000000954","5.5","4.9000000954","4.7","4.6","4.4","4.2","4","4","3.9","3.8","3.7","3.6","3.6","3.5","3.4","","","","","","","",
"Jamaica","JAM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.14548826217651","","","","","","","","","","4.10489988327026","","","","","4.99949979782104","","","","","","","","","","3.33330011367798","","","","2.40009999275208","2.2000000477","","","2.1003000736","","2.1","2.1199998856","","","","","1.5","1.5","1.3999999762","1.8","1.7","2","1.7","","1.7","1.8","","1.7","1.7","","","","","","",
"Jordan","JOR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.60545015335083","","","","","","","","","","1.12800002098083","","","","","1.02600002288818","","","","","1.25769996643066","1.2063000202179","","","","1.20550000667572","","","","","1.7977999449","","","","1.6302000284","","","1.7999999523","","","1.7","1.7","1.7","1.7","1.7","1.7","1.9","1.9","1.8","1.8","1.8","1.8","1.8","1.8","1.9","1.4","","","","",
"Japan","JPN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","9","","","","","","","","","","12.5","","","","","","","","","","13.6999998092651","","","","","14.6999998092651","","","","","","","","15.6000003815","15.5","15.3999996185","15.1999998093","15.1000003815","15","14.8000001907","14.6999998093","12.9","14.3999996185","14.3000001907","13.9","14.1","13.98","","13.8","13.7","","","13.4","","","","","","","",
"Kazakhstan","KAZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","13.0934000015259","13.229100227356","13.3114995956421","13.3694000244141","13.5123996734619","13.5857000350952","13.5607004165649","13.5560998916626","13.5441999435425","13.6300001144409","13.6660995483","13.7089996338","13.4618997574","13.1665000916","12.1447000504","11.6499996185","10.3299999237","8.4499998093","8.1899995804","7.25","7.2","7","7","7.7","7.8","7.8","7.8","7.7","7.7","7.6","7.3","7.1","7","6.7","","","","","","",
"Kenya","KEN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.25048005580902","","","","","","","","","","1.26429998874664","","","","","1.25","","","","","","","","","","1.70710003376007","","","","1.43620002269745","1.6471999884","","","","","","","","","","","","1.9","","1.4","","1.4","","","","1.4","","","","","","","","","",
"Kyrgyz Republic","KGZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.0114002227783","12.1184997558594","12.1033000946045","11.9364995956421","11.9771003723145","12.0304002761841","12.0309000015259","12.0642004013062","11.9474000930786","11.9720001220703","11.9772996902","12.0579996109","11.9320001602","10.7455997467","9.6052999496","8.6400003433","8.4099998474","8.6000003815","8.3000001907","7.4699997902","7","6.2","5.5","5.3","5.1","5.1","5.1","5.1","5","4.8","4.8","4.7","4.6","4.5","","","","","","",
"Cambodia","KHM","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.746548891067505","","","","","","","","","","1.0809999704361","","","","","","","","","","","","","","","","","","2.09870004653931","","2.0720999241","","","","","","","","","","","0.6","","","0.1","","","","","","0.84","0.7","","0.7","","0.8","","","","",
"Kiribati","KIR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.36363649368286","","","","","","","","","","12.3312997817993","","","","","","","","","","5.09469985961914","4.76830005645752","","","","","","","","","4.2718000412","","","","","","","","1.7999999523","","","","","","1.5","1.51","","","","1.5","1.4","1.3","","","","1.9","","","","",
"St. Kitts and Nevis","KNA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.8627450466156","","","","","","","","","","5.94649982452393","","","","","","","","","","8.53600025177002","","","","","","","","","","9.1999998093","","","","","6.4","6.3600001335","","","","","4.3","5.5","5.5","6","5.7","","","5.5","6","4.8","4.8","2.3","","","","","","","",
"Korea, Rep.","KOR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","1.70000004768372","","","","","2.40000009536743","","","","3","3.0999999046","3.2999999523","3.5","3.7000000477","4.0999999046","4.4000000954","4.5999999046","4.8000001907","5.0999999046","5.5999999046","6.0999999046","6.0999999046","6.6","7.0999999046","8.6","","8.64","","12.3","10.3","","","10.3","","","11.5","","","","",
"Kuwait","KWT","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","6.79856109619141","","","","","","","","","","4.83470010757446","","","","","","","","","","4.144700050354","","","","","","","","","2.98539996147156","","","","","","","","2.7599999905","","","2.4","2.3","2.2","2.2","2.1","1.9","1.9","1.9","1.8","2","2","1.9","2.2","2.2","2","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.36439866941817","","","","","","","","","","3.40233762630075","","","","","","","","","","","","","","","","","","","","2.43785332589516","","","2.52683690427868","","","2.21376647363378","","","","","","","","","","","","","1.94051900207479","2.24441396814953","1.99227146679025","2.09127250426134","2.12930928378679","2.16290513214949","","","","","",
"Lao PDR","LAO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.472209453582764","","","","","","","","","","0.92739999294281","","","","","","","","","","","","","","","","","","","","2.5697999001","","","","","","","","","","","","0.9","","","1.2","","","","","0.7","","1.5","","","","","","","",
"Lebanon","LBN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.58133935928345","","","","","","","","","","4.09870004653931","","","","","","","","","","","","","","","","","","","","1.6505999565","","3.0827000141","","","","","2.7000000477","","","3.1","3","3","3","3","3.6","3.6","3.4","3.4","3.5","3.5","3.5","3.5","2.9","2.9","","","","","",
"Liberia","LBR","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.322425365448","","","","","","","","","","1.57690000534058","","","","","1.64699995517731","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.8","","","","","","","","","",
"Libya","LBY","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.75537443161011","","","","","","","","","","3.81369996070862","","","","","","","","","","","4.82550001144409","","","","","","","","","4.1729998589","","","","","","","4.3000001907","","","4.1","3.9","3.9","3.9","3.9","3.4","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","3.7","","","","","",
"St. Lucia","LCA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","4.28042554855347","","","","","","","","","","5.04930019378662","","","","","","","","","","","","","","","","","","","","4","","","4.3517999649","","3.3","3.3800001144","","","","2.3","","3.2000000477","2.9","","3","2.9","2.8","","1.5","","1.6","","1.3","","","","","","",
"Latin America & Caribbean","LCN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.43112064696699","","","","","","","","","","3.46480231488142","","","","","","","","","","","","","","","","","","","","2.48553373779449","","","2.56148322838705","","","2.26576227111368","","","","","","","","","","","","","1.95512880053793","2.2329149699344","2.00353212189201","2.10298893250865","2.13931163133949","2.17327725929248","","","","","",
"Least developed countries: UN classification","LDC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.27344621069723","","","","","","","","","","0.996655135687328","","","","","","","","","","","","","","","","","","","","0.731796545820335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.32242467500254","","","","","","","","","","1.18634371787996","","","","","","","","","","","","","","","","","","","","1.00570678882807","","","","","","","","","","","","","","","","1.15048405799908","","","","","","","","","","","","","",
"Liechtenstein","LIE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","3.13884115219116","","","","","","","","","","3.01690006256104","","","","","3.33330011367798","","","","","2.94400000572205","2.93759989738464","","","","","","","","2.40300011634827","2.7434999943","","","","","","","","","2.2000000477","2.9","3","3.1","","3.1","","","","","","3.5","","3.6","","","","","","","",
"Lower middle income","LMC","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","0.710096585239851","","","","","","","","","","0.802079284374264","","","","","0.828839889806286","","","","","1.62512943741639","1.54831472720792","","","","1.52128541588843","","","","","","1.4456309119477","","","","","","","","","","","1.03712704246169","","","1.25861963304128","","","","","","0.986123631392897","","","","","","","","",
"Low & middle income","LMY","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.38098912651963","","","","","1.53867790544218","","","","","2.04732496383398","","","","","2.77420331395729","","","","","2.9768584535402","2.64748353347853","","","","","","","","","","","2.09855181083095","2.17670596713547","","2.17451827897465","","","","","","2.43200610494476","","","","","","","","",
"Lesotho","LSO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1.10372042655945","","","","","","","","","","1.744500041008","","","","","1.62839996814728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","1.95640331005076","","","","","2.23614846998734","","","","","2.82024575630407","2.70068471304322","","","","4.03395226334167","4.07711129669915","4.06374335949493","4.17893331407941","4.01479623275118","3.88778713368997","4.05095092945399","3.97459620794376","3.93131105234091","3.91603842620148","3.83192442784307","3.67262358403004","3.6006557187024","3.69852770961403","3.56132063387223","3.497737942789","3.40240327973772","3.36309444202862","3.1801862390841","3.6897837375996","3.17019340779182","3.07350148210812","","","4.3106498908311","3.85150008889701","3.93751287811566","4.2193819656913","","","","","","","",
"Lithuania","LTU","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","12.0663995742798","","","","","12.7760000228882","12.7692003250122","12.8029003143311","12.8053998947144","12.6358003616333","12.4871997833","12.4653997421","12.0453996658","11.9105997086","11.2838001251","11.0900001526","10.8800001144","10.1899995804","10.029999733","9.8500003815","8.8","8.3","8.1","7.9","7.6","7.3","7.1","7.2","6.8","6.8","7.2","7.4","7.4","7.3","","","","","","",
"Luxembourg","LUX","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10000038146973","8","7.90000009536743","7.80000019073486","7.5999999046","7.5","7.3000001907","7.4000000954","7.1999998093","7.0999999046","7","6.9000000954","6.8000001907","6.3000001907","6.1999998093","6.0999999046","6","6","6.4","5.8","5.7","5.7","5.6","5.6","5.4","5.3","5.2","5.1","4.9","4.8","","","","",
